timestamp,symbol,open,high,low,close,volume
2025-06-09,SOXL,19.7100,21.0600,19.6800,20.5800,162686000
2025-06-10,SOXL,20.8400,22.1000,20.6900,21.8900,142811000
2025-06-11,SOXL,22.3600,22.5950,20.9900,21.6400,160395000
2025-06-12,SOXL,21.2400,22.0650,21.0900,21.6900,100384500
2025-06-13,SOXL,20.3200,21.0600,19.8400,20.0400,166989600
2025-06-16,SOXL,20.8300,22.2200,20.7900,21.9000,121972300
2025-06-17,SOXL,21.6100,22.5300,21.3400,21.4200,122379500
2025-06-18,SOXL,21.7150,22.3799,21.2300,21.6100,113893800
2025-06-20,SOXL,22.1400,22.3300,20.3701,21.2100,137078900
2025-06-23,SOXL,21.1800,21.9800,20.2800,21.5800,125143700
2025-06-24,SOXL,22.6600,24.0300,22.6300,23.9500,137608000
2025-06-25,SOXL,24.4000,24.6000,23.8700,24.5800,107621600
2025-06-26,SOXL,25.1800,25.3550,24.5900,25.2000,92382200
2025-06-27,SOXL,25.2100,25.8400,24.2800,25.1100,113655600
2025-06-30,SOXL,25.4900,25.5000,24.6800,25.1100,78035000
2025-07-01,SOXL,24.3750,25.1700,23.5801,24.7100,107277300
2025-07-02,SOXL,24.5100,26.3900,24.4500,26.0500,107157100
2025-07-03,SOXL,26.4000,26.7200,26.2300,26.4300,62695850
2025-07-07,SOXL,25.7300,26.0500,24.6200,24.9700,93297620
2025-07-08,SOXL,25.6300,27.0300,25.3600,26.3700,90457490
2025-07-09,SOXL,26.6300,27.4100,25.8925,26.6500,86818680
2025-07-10,SOXL,27.3900,27.7300,26.6600,27.3700,87602520
2025-07-11,SOXL,26.8500,27.5400,26.5500,27.2900,71855390
2025-07-14,SOXL,26.6350,26.7712,25.3213,26.5000,99670560
2025-07-15,SOXL,28.0500,28.4600,27.2050,27.2900,108926200
2025-07-16,SOXL,26.6000,27.0500,24.9100,27.0300,125700900
2025-07-17,SOXL,26.9600,27.5101,26.4200,27.3200,85334110
2025-07-18,SOXL,27.6600,27.9000,26.7550,27.3300,68274330
2025-07-21,SOXL,27.5600,28.5000,27.4400,27.5000,79860330
2025-07-22,SOXL,27.1200,27.2800,25.3400,26.3200,118871600
2025-07-23,SOXL,25.6500,25.9100,24.8400,25.7800,105639200
2025-07-24,SOXL,25.6600,25.7900,24.9500,25.6200,77503290
2025-07-25,SOXL,25.1650,25.6200,24.8300,25.6000,68037930
2025-07-28,SOXL,26.3800,26.9900,26.3352,26.8800,88108430
2025-07-29,SOXL,27.4100,28.1600,26.5000,27.0300,101714500
2025-07-30,SOXL,27.7500,28.1300,26.9300,27.6100,96772150
2025-07-31,SOXL,26.7000,26.7400,24.2000,24.9800,133413800
2025-08-01,SOXL,23.5800,24.8300,22.5650,24.0800,132665200
2025-08-04,SOXL,24.5900,25.1799,24.2400,25.0000,85963840
2025-08-05,SOXL,25.4200,25.6800,23.6100,24.5200,99733430
2025-08-06,SOXL,23.8400,24.1200,22.9500,23.9900,103447500
2025-08-07,SOXL,25.4800,25.8800,24.5300,25.0000,117228400
2025-08-08,SOXL,25.1600,25.8300,24.9000,25.7100,71389890
2025-08-11,SOXL,26.0300,26.8850,25.4500,25.6100,75943480
2025-08-12,SOXL,26.2100,28.0800,25.6800,28.0000,125910500
2025-08-13,SOXL,28.6500,29.3300,28.3100,29.2700,89497120
2025-08-14,SOXL,28.1200,29.6600,27.9500,29.4200,84286840
2025-08-15,SOXL,28.7100,28.7100,27.0700,27.3700,93664660
2025-08-18,SOXL,27.1000,27.6500,27.0300,27.5300,50310360
2025-08-19,SOXL,27.5700,27.8600,26.1000,26.2400,75595120
2025-08-20,SOXL,26.1100,26.1100,23.6600,25.8000,117636500
2025-08-21,SOXL,25.4000,25.9000,24.9050,25.3500,67871090
2025-08-22,SOXL,25.5600,28.3200,25.3350,27.4500,117140900
2025-08-25,SOXL,27.3500,27.5800,26.8100,27.3000,55018740
2025-08-26,SOXL,27.5300,28.2200,27.5200,27.9400,57544330
2025-08-27,SOXL,27.6100,28.2300,27.2800,28.1800,61375210
2025-08-28,SOXL,28.4100,29.1100,27.9600,28.5300,74466370
2025-08-29,SOXL,27.3150,27.3500,25.6700,26.0400,108411300
2025-09-02,SOXL,24.0800,25.2750,23.8000,25.2500,101906700
2025-09-03,SOXL,25.4100,25.4100,24.1200,24.9100,79482160
2025-09-04,SOXL,24.4100,25.7300,23.9800,25.6500,81641170
2025-09-05,SOXL,26.8200,26.9656,25.6000,26.4500,110749400
2025-09-08,SOXL,26.9600,27.4300,26.6800,27.0800,72341740
2025-09-09,SOXL,27.1650,27.3700,26.5699,27.1800,55882320
2025-09-10,SOXL,28.4800,28.8300,28.0675,28.6000,86721580
2025-09-11,SOXL,29.0550,29.6100,28.9700,29.1700,69919840
2025-09-12,SOXL,29.3700,29.5500,28.7900,29.3000,52502570
2025-09-15,SOXL,29.1400,30.0300,28.9200,30.0000,61267960
2025-09-16,SOXL,30.3300,30.6500,29.7900,30.4800,54148200
2025-09-17,SOXL,30.2800,31.2500,29.1600,30.4700,80483920
2025-09-18,SOXL,32.7600,34.1400,32.4300,33.6400,104513300
2025-09-19,SOXL,33.5600,33.6000,32.1200,33.0200,66106140
2025-09-22,SOXL,33.1950,34.7500,33.1900,34.4300,62948160
2025-09-23,SOXL,34.7000,35.2999,33.6650,34.3000,63661720
2025-09-24,SOXL,33.9600,34.3900,32.8100,34.2000,58369920
2025-09-25,SOXL,32.4400,34.0600,31.3600,33.8500,79969600
2025-09-26,SOXL,33.9300,34.2300,32.8300,34.0200,60944520
2025-09-29,SOXL,35.0300,35.4900,33.9900,34.0200,56593680
2025-09-30,SOXL,34.0650,34.9550,33.5734,34.8400,60696780
2025-10-01,SOXL,34.1800,36.9800,33.9800,36.8600,67094660
2025-10-02,SOXL,38.9600,39.3200,38.1400,39.0800,68834360
2025-10-03,SOXL,39.4750,40.0600,37.6200,38.2300,69252450
2025-10-06,SOXL,42.8300,43.3700,41.6600,41.7100,99880310
2025-10-07,SOXL,42.7800,43.0157,38.7003,38.8300,96375860
2025-10-08,SOXL,38.8700,42.9400,38.6800,42.7800,77149760
2025-10-09,SOXL,42.5800,42.8400,41.0100,42.2400,63095730
2025-10-10,SOXL,42.5200,42.8400,34.1650,34.2100,204858900
2025-10-13,SOXL,38.2300,39.4700,37.3700,39.1400,89274050
2025-10-14,SOXL,36.6200,39.0050,35.9500,36.6300,100358200
2025-10-15,SOXL,39.5500,40.1700,37.7100,39.9800,96059770
2025-10-16,SOXL,41.4500,41.9250,39.2800,40.5700,89397030
2025-10-17,SOXL,39.6100,40.8045,38.3200,40.2900,92083360
2025-10-20,SOXL,41.1600,43.0400,41.1300,42.2400,62424470
2025-10-21,SOXL,41.8050,42.0263,40.5201,41.5100,54386720
2025-10-22,SOXL,40.0750,40.8100,35.9650,38.3900,110646700
2025-10-23,SOXL,37.7300,41.4700,37.5500,41.1700,72467000
2025-10-24,SOXL,43.4300,44.1565,42.9600,43.1400,69872490
2025-10-27,SOXL,45.4900,47.1600,45.1350,46.8400,72684110
2025-10-28,SOXL,46.4350,47.6050,45.9400,46.9600,53994950
2025-10-29,SOXL,49.3700,50.7600,48.0500,49.3800,88268790
2025-10-30,SOXL,48.5000,49.9700,47.2701,47.3900,76956280
2025-10-31,SOXL,48.7700,49.9900,46.7100,47.7800,75650410
2025-11-03,SOXL,49.5000,50.1900,48.0300,48.5800,52610600
2025-11-04,SOXL,44.7700,46.8784,42.5301,42.8000,87734250
2025-11-05,SOXL,43.2200,48.4300,43.2117,46.8300,76488920
2025-11-06,SOXL,46.4600,46.9900,42.1541,43.0100,106419600
2025-11-07,SOXL,41.1000,41.7400,37.0400,41.7400,143013500
2025-11-10,SOXL,45.0600,45.5200,43.4601,44.9600,74223270
2025-11-11,SOXL,43.7200,44.0400,41.6500,41.8100,80862660
2025-11-12,SOXL,44.0100,44.6300,42.8500,43.7100,77730880
2025-11-13,SOXL,42.1700,42.6350,38.0000,39.2200,126123700
2025-11-14,SOXL,35.7400,40.5999,35.1501,38.8600,125398600
2025-11-17,SOXL,37.9000,40.0800,35.5320,36.8400,101936600
2025-11-18,SOXL,35.3100,36.0050,33.1500,34.3500,153515800
2025-11-19,SOXL,34.7200,37.3000,34.2000,35.9600,120458900
2025-11-20,SOXL,38.7900,39.1900,30.4050,30.8100,228883600
2025-11-21,SOXL,30.8500,33.0400,28.1200,31.7300,205537900
2025-11-24,SOXL,32.6900,36.3100,32.6500,35.8600,108832500
2025-11-25,SOXL,34.3400,36.4500,32.0500,36.1700,108634700
2025-11-26,SOXL,37.4400,40.1450,37.3000,39.1900,104203900
2025-11-28,SOXL,39.6500,41.3300,39.2500,41.2600,57190380
2025-12-01,SOXL,39.5750,42.3600,39.4600,41.3100,79426190
2025-12-02,SOXL,42.7900,44.6100,42.0300,43.8000,111736200
2025-12-03,SOXL,44.4500,46.6800,43.1500,46.5800,94299310
2025-12-04,SOXL,45.8900,46.0979,44.4399,45.1600,77656860
2025-12-05,SOXL,46.4700,48.0500,46.3000,46.5000,77049800
2025-12-08,SOXL,47.5600,48.6000,46.7001,47.9900,69224950
2025-12-09,SOXL,47.0400,48.0450,46.4700,47.7900,56373270
2025-12-10,SOXL,47.6450,50.0900,47.0100,49.6500,91153110
2025-12-11,SOXL,48.0100,48.8980,44.6600,48.7900,88062980
2025-12-12,SOXL,46.9200,47.3800,41.0600,41.7100,138088200
2025-12-15,SOXL,43.1050,43.4200,40.8000,41.1800,78218560
2025-12-16,SOXL,40.7500,41.6599,39.2400,40.4900,94566660
2025-12-17,SOXL,41.0000,41.3200,35.7000,36.0100,126113900
2025-12-18,SOXL,39.9700,40.4162,38.1100,38.5800,97164000
2025-12-19,SOXL,39.6000,42.3600,39.5000,41.7200,92529110
2025-12-22,SOXL,44.4500,44.5600,42.7300,43.2600,62717430
2025-12-23,SOXL,42.6150,43.8000,42.2200,43.7000,44455670
2025-12-24,SOXL,43.7200,44.3600,43.5900,44.2100,30717750
2025-12-26,SOXL,44.7500,44.7900,43.8100,44.2100,38006430
2025-12-29,SOXL,42.9800,44.3250,42.3500,43.8200,54612080
2025-12-30,SOXL,44.1500,44.7500,43.5700,43.6700,40697360
2025-12-31,SOXL,43.8900,44.1500,42.0100,42.0300,44754820
2026-01-02,SOXL,45.1300,48.0900,45.0800,47.2400,132719700
2026-01-05,SOXL,50.3450,51.2200,48.6300,49.2200,94987530
2026-01-06,SOXL,51.1050,54.3000,51.0700,54.0100,92678650
2026-01-07,SOXL,52.2000,52.7400,50.8400,52.2900,65698490
2026-01-08,SOXL,51.7980,51.8090,48.1300,49.6500,79844750
2026-01-09,SOXL,51.0850,54.7600,50.3100,53.9500,87214370
2026-01-12,SOXL,52.3850,55.1450,52.3500,54.6500,53193670
2026-01-13,SOXL,55.6900,57.6300,55.4300,56.0700,61895360
2026-01-14,SOXL,54.8900,55.4400,53.0000,55.3800,70434850
2026-01-15,SOXL,60.9550,61.6650,58.0100,58.0800,89664310
2026-01-16,SOXL,61.1900,62.1850,59.5000,60.7500,58559520
2026-01-20,SOXL,57.3400,61.0500,57.2200,57.9400,71408350
2026-01-21,SOXL,60.2400,65.1100,59.4600,63.4800,103027300
2026-01-22,SOXL,66.9000,66.9600,63.0420,63.7200,62594180
2026-01-23,SOXL,62.4800,63.3600,60.1500,61.6000,58613560
2026-01-26,SOXL,60.7500,61.9550,59.6000,60.7000,42592440
2026-01-27,SOXL,63.3100,65.9900,62.5400,64.9600,61155420
2026-01-28,SOXL,69.0000,70.9300,67.9750,70.0900,74205470
2026-01-29,SOXL,70.3980,71.9800,62.6500,70.4700,78058220
2026-01-30,SOXL,67.1200,69.8600,60.2900,61.7900,83504160
2026-02-02,SOXL,59.4600,66.9400,59.1000,65.2000,66960960
2026-02-03,SOXL,66.8100,67.6200,57.0200,61.2000,101338500
2026-02-04,SOXL,59.4400,61.0300,49.3300,53.1900,139149400
2026-02-05,SOXL,51.3050,55.4900,50.0100,53.2500,109350300
2026-02-06,SOXL,56.4000,62.2500,55.6700,61.7500,108594200
2026-02-09,SOXL,59.9900,65.0450,59.2900,64.0300,66670510
2026-02-10,SOXL,64.6700,65.2100,61.4200,63.3400,58273910
2026-02-11,SOXL,67.2100,69.0950,63.2299,68.0500,89724220
2026-02-12,SOXL,69.6700,70.8600,62.7700,63.1000,90896100
2026-02-13,SOXL,63.9250,66.2500,61.4300,64.5900,79931290
2026-02-17,SOXL,62.0200,65.9600,59.5600,64.3500,79420360
2026-02-18,SOXL,65.2550,68.4450,64.0700,66.2900,69348990
2026-02-19,SOXL,64.3300,65.5100,62.9600,65.2300,68827490
2026-02-20,SOXL,63.7600,68.2200,63.5800,67.1100,81017930
2026-02-23,SOXL,65.8500,67.6500,63.4700,65.8600,66926260
2026-02-24,SOXL,68.1100,69.9950,66.3500,68.5300,66892150
2026-02-25,SOXL,70.8850,72.3600,70.4800,71.8600,52929280
2026-02-26,SOXL,71.0300,71.1100,61.6300,65.3400,97787940
2026-02-27,SOXL,61.5050,63.7600,60.6550,62.7700,70112720
2026-03-02,SOXL,58.1100,62.8200,58.0500,62.7600,81699790
2026-03-03,SOXL,55.1150,55.8600,51.3600,53.4200,131198300
2026-03-04,SOXL,55.9600,57.7200,54.3800,56.6200,78143330
2026-03-05,SOXL,55.3150,57.6906,51.1300,54.8000,110055800
2026-03-06,SOXL,50.0900,53.3600,46.8000,47.8900,125241500
2026-03-09,SOXL,45.5100,53.7800,44.5300,53.3200,114897700
2026-03-10,SOXL,53.3600,57.7800,53.3600,54.5900,104717600
2026-03-11,SOXL,55.5000,57.7400,55.3500,56.0900,83007700
